State,AccountLength,AreaCode,Phone,IntlPlan,VMailPlan,VMailMessage,DayMins,DayCalls,DayCharge,EveMins,EveCalls,EveCharge,NightMins,NightCalls,NightCharge,IntlMins,IntlCalls,IntlCharge
OK,49,415,336-6085,no,no,0,213.8000030517578,79,36.349998474121094,265.1000061035156,93,22.530000686645508,239.8000030517578,128,10.789999961853027,15.600000381469727,7,4.210000038146973
MT,50,415,360-2107,no,yes,22,252.89999389648438,112,42.9900016784668,177.89999389648438,99,15.119999885559082,158.39999389648438,146,7.130000114440918,8.5,4,2.299999952316284
WV,153,408,405-9384,no,yes,28,235.60000610351562,74,40.04999923706055,227.89999389648438,37,19.3700008392334,170.3000030517578,103,7.659999847412109,15.399999618530273,9,4.159999847412109
ME,88,415,420-5179,no,no,0,192,91,32.63999938964844,127.5999984741211,127,10.850000381469727,155.60000610351562,125,7,7.5,5,2.0299999713897705
WI,131,415,331-3174,no,yes,39,69.0999984741211,122,11.75,101.30000305175781,136,8.609999656677246,104.80000305175781,94,4.71999979019165,9.100000381469727,4,2.4600000381469727
MO,79,408,411-5958,no,no,0,261.70001220703125,97,44.4900016784668,210.60000610351562,48,17.899999618530273,256.70001220703125,83,11.550000190734863,6,3,1.6200000047683716
NY,140,415,333-8180,no,no,0,235.5,81,40.040000915527344,257.20001220703125,130,21.860000610351562,103.0999984741211,111,4.639999866485596,11.5,4,3.109999895095825
CT,105,408,357-2679,no,no,0,213.39999389648438,100,36.279998779296875,204.89999389648438,52,17.420000076293945,179.6999969482422,93,8.09000015258789,9.5,6,2.569999933242798
AR,54,415,396-2867,no,yes,39,206.89999389648438,143,35.16999816894531,127.80000305175781,72,10.859999656677246,199.1999969482422,120,8.960000038146973,9.199999809265137,1,2.4800000190734863
CA,96,510,341-4103,no,yes,31,183.39999389648438,126,31.18000030517578,195.5,106,16.6200008392334,180.10000610351562,93,8.100000381469727,10.5,5,2.8399999141693115
CA,79,510,416-8701,no,no,0,157.60000610351562,85,26.790000915527344,194.10000610351562,92,16.5,231.5,86,10.420000076293945,9.399999618530273,10,2.5399999618530273
MN,55,415,397-6109,no,no,0,175.60000610351562,147,29.850000381469727,161.8000030517578,118,13.75,289.5,55,13.029999732971191,9.300000190734863,4,2.509999990463257
AK,130,415,392-5587,no,no,0,242.5,101,41.22999954223633,102.80000305175781,114,8.739999771118164,142.39999389648438,89,6.409999847412109,9.300000190734863,2,2.509999990463257
CO,139,415,368-2845,no,no,0,138.10000610351562,103,23.479999542236328,164.5,100,13.979999542236328,134.89999389648438,63,6.070000171661377,8.300000190734863,2,2.240000009536743
SD,65,408,348-7484,no,yes,31,282.29998779296875,70,47.9900016784668,152,89,12.920000076293945,225.5,93,10.149999618530273,12,4,3.240000009536743
VT,152,415,418-7846,no,no,0,197.10000610351562,126,33.5099983215332,130.10000610351562,76,11.0600004196167,78.0999984741211,100,3.509999990463257,7.400000095367432,4,2
GA,112,415,349-1943,no,yes,22,181.8000030517578,110,30.90999984741211,228.10000610351562,123,19.389999389648438,262.70001220703125,141,11.819999694824219,9.199999809265137,4,2.4800000190734863
MT,27,510,345-1419,no,no,0,193.8000030517578,102,32.95000076293945,118.9000015258789,104,10.109999656677246,135.89999389648438,124,6.119999885559082,9.199999809265137,3,2.4800000190734863
WY,171,415,358-8025,no,no,0,231.1999969482422,135,39.29999923706055,188.6999969482422,74,16.040000915527344,206.89999389648438,124,9.3100004196167,12.300000190734863,1,3.319999933242798
GA,101,415,383-8695,no,yes,33,200.10000610351562,108,34.02000045776367,188.89999389648438,122,16.059999465942383,205.10000610351562,90,9.229999542236328,15.5,4,4.190000057220459
WV,32,408,370-7565,no,yes,26,266.70001220703125,109,45.34000015258789,232.3000030517578,107,19.75,212.8000030517578,98,9.579999923706055,16.299999237060547,4,4.400000095367432
CT,3,415,401-6162,no,yes,36,118.0999984741211,117,20.079999923706055,221.5,125,18.829999923706055,103.9000015258789,89,4.679999828338623,11.899999618530273,6,3.2100000381469727
IL,151,408,386-5303,no,no,0,175.3000030517578,106,29.799999237060547,144.3000030517578,87,12.270000457763672,160.1999969482422,88,7.210000038146973,11.800000190734863,5,3.190000057220459
CO,60,408,351-6552,no,no,0,125.0999984741211,99,21.270000457763672,248.8000030517578,62,21.149999618530273,211.3000030517578,79,9.510000228881836,11.199999809265137,3,3.0199999809265137
DE,119,415,345-5338,no,no,0,176.8000030517578,90,30.059999465942383,224.6999969482422,81,19.100000381469727,204.60000610351562,77,9.210000038146973,7.5,15,2.0299999713897705
LA,43,415,330-2849,no,no,0,241.89999389648438,101,41.119998931884766,129.39999389648438,121,11,264.79998779296875,104,11.920000076293945,5.900000095367432,3,1.590000033378601
MA,42,408,364-6801,no,no,0,241.1999969482422,134,41,116.5,114,9.899999618530273,152.1999969482422,91,6.849999904632568,10.600000381469727,4,2.859999895095825
KS,116,510,377-7107,no,no,0,189.5,90,32.220001220703125,189.8000030517578,118,16.1299991607666,205.8000030517578,83,9.260000228881836,13.100000381469727,2,3.5399999618530273
NE,189,415,417-7888,no,yes,38,256.70001220703125,98,43.63999938964844,150.5,120,12.789999961853027,123,87,5.539999961853027,11.399999618530273,3,3.0799999237060547
ND,123,408,383-8364,no,no,0,159.10000610351562,94,27.049999237060547,241.60000610351562,119,20.540000915527344,202.39999389648438,120,9.109999656677246,6.5,1,1.7599999904632568
AK,110,408,396-2335,no,no,0,100.0999984741211,90,17.020000457763672,233.3000030517578,93,19.829999923706055,204.39999389648438,57,9.199999809265137,11.100000381469727,8,3
CO,63,415,408-4530,no,yes,32,30.899999618530273,113,5.25,187,113,15.899999618530273,230.8000030517578,101,10.390000343322754,8.600000381469727,7,2.319999933242798
SC,108,510,393-7522,no,no,0,187.39999389648438,101,31.860000610351562,199.89999389648438,126,16.989999771118164,216.10000610351562,107,9.720000267028809,12.600000381469727,8,3.4000000953674316
MN,13,510,338-7120,no,yes,21,315.6000061035156,105,53.650001525878906,208.89999389648438,71,17.760000228881836,260.1000061035156,123,11.699999809265137,12.100000381469727,3,3.2699999809265137
CO,71,415,357-4265,no,no,0,277.5,104,47.18000030517578,131.8000030517578,121,11.199999809265137,126.9000015258789,101,5.710000038146973,8.199999809265137,2,2.2100000381469727
KS,88,415,398-8801,no,no,0,189.8000030517578,111,32.27000045776367,197.3000030517578,101,16.770000457763672,234.5,111,10.550000190734863,14.899999618530273,3,4.019999980926514
NE,82,408,343-2741,no,no,0,185.8000030517578,36,31.59000015258789,276.5,134,23.5,192.10000610351562,104,8.640000343322754,5.699999809265137,7,1.5399999618530273
NJ,92,510,420-8242,no,yes,29,155.39999389648438,110,26.420000076293945,188.5,104,16.020000457763672,254.89999389648438,118,11.470000267028809,8,4,2.1600000858306885
MT,96,415,332-1494,no,no,0,97.5999984741211,98,16.59000015258789,105.5,118,8.970000267028809,220.1999969482422,105,9.90999984741211,11.600000381469727,9,3.130000114440918
AR,156,415,388-6223,no,no,0,178.8000030517578,94,30.399999618530273,178.39999389648438,97,15.15999984741211,169.1999969482422,77,7.610000133514404,7.5,3,2.0299999713897705
NH,37,415,341-7332,no,no,0,206,89,35.02000045776367,186,88,15.8100004196167,307.1000061035156,86,13.819999694824219,8.399999618530273,11,2.2699999809265137
WV,121,415,332-5596,no,no,0,103.30000305175781,110,17.559999465942383,129.10000610351562,82,10.970000267028809,167.10000610351562,113,7.519999980926514,10.699999809265137,3,2.890000104904175
MT,163,510,398-9408,no,yes,23,160,104,27.200000762939453,189.39999389648438,64,16.100000381469727,229.89999389648438,118,10.350000381469727,10.399999618530273,7,2.809999942779541
MO,161,510,369-8005,no,no,0,221.6999969482422,95,37.689998626708984,193,82,16.40999984741211,194.10000610351562,113,8.729999542236328,6.5,4,1.7599999904632568
HI,99,415,346-2530,no,no,0,62.900001525878906,81,10.6899995803833,231,64,19.639999389648438,168.89999389648438,121,7.599999904632568,8.5,5,2.299999952316284
CT,84,510,351-1007,no,yes,42,165.3000030517578,97,28.100000381469727,223.5,118,19,260.79998779296875,72,11.739999771118164,7.599999904632568,7,2.049999952316284
ID,83,415,345-5980,yes,yes,32,94.69999694824219,111,16.100000381469727,154.39999389648438,98,13.119999885559082,200.39999389648438,109,9.020000457763672,10.600000381469727,6,2.859999895095825
DC,139,510,368-8964,no,no,0,203.1999969482422,81,34.540000915527344,152.5,99,12.960000038146973,197.8000030517578,76,8.899999618530273,9.699999809265137,3,2.619999885559082
TN,69,510,358-1912,no,no,0,195.3000030517578,70,33.20000076293945,216.6999969482422,108,18.420000076293945,259.8999938964844,119,11.699999809265137,12.5,4,3.380000114440918
WY,129,510,379-3132,no,no,0,143.6999969482422,114,24.43000030517578,297.79998779296875,98,25.309999465942383,212.60000610351562,86,9.569999694824219,11.399999618530273,8,3.0799999237060547
MO,106,415,340-9910,no,no,0,114.4000015258789,104,19.450000762939453,78.30000305175781,101,6.659999847412109,232.6999969482422,78,10.470000267028809,0,0,0
VA,158,415,396-2719,no,no,0,222.8000030517578,101,37.880001068115234,203,128,17.260000228881836,210.60000610351562,106,9.479999542236328,6.900000095367432,2,1.8600000143051147
WV,115,510,420-9971,yes,no,0,249.89999389648438,95,42.47999954223633,242.5,104,20.610000610351562,151.6999969482422,121,6.829999923706055,15.300000190734863,6,4.130000114440918
GA,57,408,410-3782,yes,yes,30,234.5,130,39.869998931884766,195.1999969482422,116,16.59000015258789,268.79998779296875,94,12.100000381469727,11.399999618530273,4,3.0799999237060547
AZ,67,415,404-4481,no,no,0,210.6999969482422,116,35.81999969482422,219.1999969482422,86,18.6299991607666,179.6999969482422,83,8.09000015258789,7.199999809265137,6,1.940000057220459
AK,127,408,383-9255,no,no,0,182.3000030517578,124,30.989999771118164,169.89999389648438,110,14.4399995803833,184,116,8.279999732971191,9.300000190734863,3,2.509999990463257
AK,78,510,418-9385,no,no,0,190.3000030517578,88,32.349998474121094,194.5,89,16.530000686645508,256.5,109,11.539999961853027,11.699999809265137,5,3.1600000858306885
CT,100,415,360-9676,no,yes,38,177.10000610351562,88,30.110000610351562,163.6999969482422,108,13.90999984741211,242.6999969482422,72,10.920000076293945,7.400000095367432,2,2
UT,103,510,327-3587,no,yes,36,87.19999694824219,92,14.819999694824219,169.3000030517578,110,14.390000343322754,166.6999969482422,80,7.5,10.899999618530273,5,2.940000057220459
KY,113,415,385-4715,no,no,0,215.60000610351562,96,36.650001525878906,193.39999389648438,127,16.440000534057617,105.4000015258789,115,4.739999771118164,13.5,3,3.6500000953674316
MI,78,510,414-2695,no,no,0,137.39999389648438,109,23.360000610351562,237.60000610351562,49,20.200000762939453,206.6999969482422,136,9.300000190734863,14,11,3.7799999713897705
OR,129,510,331-5999,no,yes,36,192.8000030517578,103,32.779998779296875,177,83,15.050000190734863,216.5,118,9.739999771118164,16.399999618530273,5,4.429999828338623
TN,57,510,337-7739,no,no,0,149.3000030517578,100,25.3799991607666,200.1999969482422,110,17.020000457763672,231.6999969482422,101,10.430000305175781,11.899999618530273,3,3.2100000381469727
NJ,64,415,405-6943,no,no,0,224.8000030517578,111,38.220001220703125,190,101,16.149999618530273,221.39999389648438,110,9.960000038146973,9.199999809265137,2,2.4800000190734863
MS,86,510,382-4084,no,yes,39,261.20001220703125,122,44.400001525878906,214.1999969482422,101,18.209999084472656,154.89999389648438,101,6.96999979019165,12.699999809265137,5,3.430000066757202
ME,151,415,352-8249,no,yes,26,196.5,98,33.40999984741211,175.8000030517578,111,14.9399995803833,221.8000030517578,124,9.979999542236328,13.399999618530273,5,3.619999885559082
WY,90,415,416-2825,no,no,0,207.1999969482422,121,35.220001220703125,292.5,104,24.860000610351562,226.3000030517578,103,10.180000305175781,8,1,2.1600000858306885
IN,48,510,342-6696,no,no,0,300.3999938964844,94,51.06999969482422,133.1999969482422,103,11.319999694824219,197.39999389648438,94,8.880000114440918,7.199999809265137,5,1.940000057220459
UT,68,415,398-3834,no,no,0,162.10000610351562,86,27.559999465942383,155,86,13.180000305175781,189.6999969482422,87,8.539999961853027,11,9,2.9700000286102295
KY,91,415,330-7754,yes,no,0,145,89,24.649999618530273,175.8000030517578,102,14.9399995803833,223.6999969482422,151,10.069999694824219,16.700000762939453,3,4.510000228881836
MI,101,510,350-2832,no,no,0,190.6999969482422,72,32.41999816894531,208.60000610351562,103,17.729999542236328,203.8000030517578,111,9.170000076293945,8.800000190734863,8,2.380000114440918
NE,66,415,337-1225,no,no,0,34,133,5.78000020980835,278.6000061035156,61,23.68000030517578,129.60000610351562,120,5.829999923706055,11.5,3,3.109999895095825
FL,116,415,394-6577,no,yes,17,193.39999389648438,112,32.880001068115234,240.60000610351562,131,20.450000762939453,248.10000610351562,98,11.15999984741211,11.399999618530273,3,3.0799999237060547
WA,119,415,380-6631,no,yes,26,161.3000030517578,97,27.420000076293945,250.3000030517578,110,21.280000686645508,142.39999389648438,92,6.409999847412109,6.599999904632568,8,1.7799999713897705
MI,120,415,390-8876,no,no,0,150.60000610351562,85,25.600000381469727,119,128,10.119999885559082,232.89999389648438,123,10.479999542236328,6.400000095367432,2,1.7300000190734863
KY,155,510,413-2201,no,no,0,184.60000610351562,102,31.3799991607666,196,117,16.65999984741211,226.5,122,10.1899995803833,7.800000190734863,1,2.109999895095825
LA,106,408,374-2073,no,no,0,220.6999969482422,120,37.52000045776367,270.20001220703125,95,22.969999313354492,121.5999984741211,113,5.46999979019165,8.699999809265137,5,2.3499999046325684
NM,87,510,417-1272,yes,no,0,167.3000030517578,119,28.440000534057617,198.5,119,16.8700008392334,133.10000610351562,88,5.989999771118164,11,6,2.9700000286102295
MO,101,415,394-1211,no,yes,29,121.0999984741211,116,20.59000015258789,186.39999389648438,100,15.84000015258789,241.6999969482422,75,10.880000114440918,10.100000381469727,6,2.7300000190734863
CO,22,510,327-1319,no,yes,23,182.10000610351562,94,30.959999084472656,164.60000610351562,59,13.989999771118164,128.8000030517578,102,5.800000190734863,12.699999809265137,4,3.430000066757202
NY,41,415,393-9985,no,no,0,209.89999389648438,105,35.68000030517578,121.9000015258789,105,10.359999656677246,253.6999969482422,104,11.420000076293945,9.600000381469727,4,2.5899999141693115
OR,69,415,401-8377,no,no,0,167.5,76,28.479999542236328,242.10000610351562,92,20.579999923706055,101.19999694824219,103,4.550000190734863,11.399999618530273,4,3.0799999237060547
UT,112,415,358-5953,no,no,0,115.80000305175781,108,19.690000534057617,243.3000030517578,111,20.68000030517578,184.60000610351562,78,8.3100004196167,13.100000381469727,5,3.5399999618530273
NV,136,415,416-5261,no,yes,21,179.39999389648438,88,30.5,181.10000610351562,97,15.390000343322754,320.70001220703125,120,14.430000305175781,9.5,4,2.569999933242798
NC,128,510,417-5067,no,no,0,187.3000030517578,84,31.84000015258789,270.79998779296875,95,23.020000457763672,206.39999389648438,68,9.289999961853027,10.100000381469727,5,2.7300000190734863
TN,33,415,360-9038,no,yes,35,186.8000030517578,124,31.760000228881836,261,69,22.190000534057617,317.79998779296875,103,14.300000190734863,15,5,4.050000190734863
CA,113,415,370-2892,no,no,0,187.60000610351562,97,31.889999389648438,208.1999969482422,118,17.700000762939453,158.89999389648438,101,7.150000095367432,8.699999809265137,6,2.3499999046325684
PA,122,415,383-4061,yes,no,0,230.89999389648438,132,39.25,243.1999969482422,99,20.670000076293945,182.39999389648438,57,8.210000038146973,11,2,2.9700000286102295
WV,148,415,391-7937,no,yes,26,244.89999389648438,150,41.630001068115234,118,138,10.029999732971191,236,91,10.619999885559082,15.199999809265137,4,4.099999904632568
MT,106,415,410-9633,no,no,0,187.10000610351562,104,31.809999465942383,250.1999969482422,117,21.270000457763672,144.89999389648438,81,6.519999980926514,11,3,2.9700000286102295
MN,179,415,418-9502,no,no,0,170.6999969482422,54,29.020000457763672,191.10000610351562,108,16.239999771118164,214.60000610351562,107,9.65999984741211,13.300000190734863,4,3.5899999141693115
ID,77,510,356-3403,no,no,0,189.5,112,32.220001220703125,207,95,17.600000381469727,214.10000610351562,91,9.630000114440918,9.199999809265137,7,2.4800000190734863
OR,80,415,391-8087,no,no,0,161.10000610351562,99,27.389999389648438,198.8000030517578,81,16.899999618530273,228.39999389648438,116,10.279999732971191,10.600000381469727,4,2.859999895095825
AL,61,415,399-4094,no,yes,20,254.39999389648438,133,43.25,161.6999969482422,96,13.739999771118164,251.39999389648438,91,11.3100004196167,10.5,4,2.8399999141693115
ND,167,408,359-3618,yes,no,0,219.10000610351562,100,37.25,242.89999389648438,90,20.649999618530273,168.89999389648438,101,7.599999904632568,10.100000381469727,4,2.7300000190734863
WV,112,415,330-2693,yes,no,0,161.89999389648438,138,27.520000457763672,200.89999389648438,114,17.079999923706055,134,134,6.03000020980835,10.699999809265137,4,2.890000104904175
WI,35,510,403-7627,no,yes,27,241.6999969482422,87,41.09000015258789,142,101,12.069999694824219,288.8999938964844,68,13,9.399999618530273,4,2.5399999618530273
MO,107,415,344-9943,no,yes,22,281.1000061035156,83,47.790000915527344,143.6999969482422,130,12.210000038146973,239.39999389648438,128,10.770000457763672,11.199999809265137,9,3.0199999809265137
PA,69,415,390-5686,no,no,0,228.1999969482422,70,38.790000915527344,263.70001220703125,80,22.40999984741211,142.60000610351562,60,6.420000076293945,10.699999809265137,5,2.890000104904175
AL,90,415,335-9786,no,no,0,214.89999389648438,97,36.529998779296875,117.80000305175781,117,10.010000228881836,133.6999969482422,78,6.019999980926514,11.800000190734863,2,3.190000057220459
ME,137,510,368-9860,no,no,0,110.5,79,18.790000915527344,223.1999969482422,111,18.969999313354492,169.5,64,7.630000114440918,10.5,3,2.8399999141693115
VT,38,415,416-7307,no,no,0,137.8000030517578,86,23.43000030517578,286.29998779296875,76,24.34000015258789,167,77,7.519999980926514,14.100000381469727,3,3.809999942779541
NV,69,510,397-6789,yes,yes,33,271.5,98,46.15999984741211,253.39999389648438,102,21.540000915527344,165.39999389648438,85,7.440000057220459,8.199999809265137,2,2.2100000381469727
WI,45,408,335-9501,no,no,0,112.80000305175781,108,19.18000030517578,218.8000030517578,120,18.600000381469727,240.1999969482422,106,10.8100004196167,9,3,2.430000066757202
DE,92,415,386-1374,no,no,0,197,84,33.4900016784668,269.29998779296875,105,22.889999389648438,158.89999389648438,105,7.150000095367432,10.800000190734863,4,2.9200000762939453
AZ,113,415,346-8112,no,yes,32,180.39999389648438,89,30.670000076293945,129.39999389648438,124,11,166.89999389648438,124,7.510000228881836,8.399999618530273,2,2.2699999809265137
VA,68,408,364-9040,yes,no,0,148.5,126,25.25,219.39999389648438,125,18.649999618530273,198.5,121,8.930000305175781,14.5,7,3.9200000762939453
GA,135,415,366-3944,no,yes,22,197.10000610351562,113,33.5099983215332,259.3999938964844,95,22.049999237060547,134.6999969482422,135,6.059999942779541,14.600000381469727,5,3.940000057220459
MN,96,415,330-2881,no,yes,27,261.29998779296875,96,44.41999816894531,220.89999389648438,101,18.780000686645508,179.39999389648438,97,8.069999694824219,11.300000190734863,2,3.049999952316284
WA,134,408,371-8598,no,no,0,208.3000030517578,86,35.40999984741211,253.60000610351562,89,21.559999465942383,291,86,13.100000381469727,12.600000381469727,3,3.4000000953674316
MT,72,415,398-8385,no,no,0,253,73,43.0099983215332,219.3000030517578,78,18.639999389648438,210.8000030517578,89,9.489999771118164,9.800000190734863,4,2.6500000953674316
AL,83,408,333-4154,no,no,0,202.3000030517578,87,34.38999938964844,201.5,111,17.1299991607666,101.69999694824219,82,4.579999923706055,6.800000190734863,4,1.840000033378601
GA,56,415,417-1477,no,yes,30,127.0999984741211,89,21.610000610351562,172.10000610351562,116,14.630000114440918,194.60000610351562,111,8.760000228881836,12.100000381469727,3,3.2699999809265137
DE,171,510,363-8244,no,yes,17,186.89999389648438,94,31.770000457763672,240,138,20.399999618530273,200.89999389648438,64,9.039999961853027,5.800000190734863,3,1.5700000524520874
FL,58,510,363-1560,no,no,0,234.8000030517578,89,39.91999816894531,106.80000305175781,131,9.079999923706055,178.5,122,8.029999732971191,9.899999618530273,6,2.6700000762939453
AK,156,510,341-4075,no,no,0,123.69999694824219,96,21.030000686645508,103,80,8.760000228881836,189.39999389648438,82,8.520000457763672,13.100000381469727,4,3.5399999618530273
WI,166,510,366-9074,no,no,0,173.89999389648438,103,29.559999465942383,276.3999938964844,83,23.489999771118164,190.8000030517578,113,8.59000015258789,15.300000190734863,5,4.130000114440918
KY,75,415,341-1191,no,no,0,314.6000061035156,102,53.47999954223633,169.8000030517578,86,14.430000305175781,285.1000061035156,100,12.829999923706055,5.699999809265137,3,1.5399999618530273
OH,83,510,342-9480,no,no,0,227.89999389648438,78,38.7400016784668,207.5,115,17.639999389648438,211.6999969482422,100,9.529999732971191,12.100000381469727,5,3.2699999809265137
UT,243,510,355-9360,no,no,0,95.5,92,16.239999771118164,163.6999969482422,63,13.90999984741211,264.20001220703125,118,11.890000343322754,6.599999904632568,6,1.7799999713897705
NM,153,408,343-1538,no,no,0,185.3000030517578,127,31.5,208,73,17.68000030517578,206.10000610351562,124,9.270000457763672,15.100000381469727,3,4.079999923706055
MN,150,415,335-2331,no,no,0,146.3000030517578,133,24.8700008392334,202.6999969482422,95,17.229999542236328,234.6999969482422,103,10.5600004196167,13.100000381469727,3,3.5399999618530273
WV,92,510,335-7257,no,yes,16,184,99,31.280000686645508,76.4000015258789,134,6.489999771118164,185.10000610351562,96,8.329999923706055,12.699999809265137,3,3.430000066757202
MN,80,415,332-2137,no,no,0,105.80000305175781,110,17.989999771118164,43.900001525878906,88,3.7300000190734863,189.60000610351562,87,8.529999732971191,13.100000381469727,5,3.5399999618530273
IL,138,510,331-6629,yes,no,0,169.3000030517578,82,28.780000686645508,217.89999389648438,147,18.520000457763672,184.1999969482422,77,8.289999961853027,9.399999618530273,9,2.5399999618530273
FL,143,415,343-6314,no,no,0,119.0999984741211,117,20.25,287.70001220703125,136,24.450000762939453,223,100,10.039999961853027,12.199999809265137,4,3.2899999618530273
HI,64,415,414-6638,no,no,0,194.1999969482422,147,33.0099983215332,173.39999389648438,87,14.739999771118164,268.70001220703125,114,12.09000015258789,5.5,2,1.4900000095367432
ME,120,510,350-5883,no,no,0,198.8000030517578,56,33.79999923706055,230.10000610351562,73,19.559999465942383,119.80000305175781,81,5.389999866485596,9.899999618530273,3,2.6700000762939453
CO,121,408,409-4447,yes,no,0,167.6999969482422,94,28.510000228881836,93.69999694824219,121,7.960000038146973,241.3000030517578,115,10.859999656677246,13.399999618530273,1,3.619999885559082
NH,88,415,376-4856,no,no,0,202.1999969482422,86,34.369998931884766,216.8000030517578,93,18.43000030517578,239.39999389648438,99,10.770000457763672,11.800000190734863,2,3.190000057220459
SC,87,408,335-1874,no,no,0,322.5,106,54.83000183105469,204.60000610351562,93,17.389999389648438,186.1999969482422,128,8.380000114440918,9.399999618530273,4,2.5399999618530273
IN,100,510,397-6255,no,no,0,216.1999969482422,107,36.75,215.60000610351562,84,18.329999923706055,138.39999389648438,127,6.230000019073486,10.199999809265137,3,2.75
FL,104,415,381-5047,no,no,0,76.4000015258789,116,12.989999771118164,115.5999984741211,74,9.829999923706055,226.3000030517578,94,10.180000305175781,9.399999618530273,3,2.5399999618530273
GA,27,510,403-6850,no,no,0,72.69999694824219,75,12.359999656677246,208.60000610351562,117,17.729999542236328,65.80000305175781,71,2.9600000381469727,9.899999618530273,3,2.6700000762939453
IL,81,415,375-3658,no,yes,31,210.39999389648438,100,35.77000045776367,225.5,97,19.170000076293945,168.6999969482422,120,7.590000152587891,9.699999809265137,4,2.619999885559082
VT,107,510,342-5062,no,yes,28,201.8000030517578,79,34.310001373291016,304.8999938964844,128,25.920000076293945,225.60000610351562,133,10.149999618530273,11.899999618530273,8,3.2100000381469727
OR,67,415,366-9538,yes,no,0,120.9000015258789,58,20.549999237060547,235,88,19.979999542236328,95.0999984741211,130,4.28000020980835,11.399999618530273,11,3.0799999237060547
ND,146,408,393-9918,no,yes,19,176.60000610351562,88,30.020000457763672,162.6999969482422,66,13.829999923706055,215.5,98,9.699999809265137,14.600000381469727,6,3.940000057220459
ME,149,408,408-4323,no,no,0,237.60000610351562,79,40.38999938964844,192.39999389648438,107,16.350000381469727,207.39999389648438,111,9.329999923706055,9.100000381469727,9,2.4600000381469727
IL,129,415,395-1718,no,no,0,198.39999389648438,91,33.72999954223633,264.70001220703125,106,22.5,111.4000015258789,101,5.010000228881836,9.199999809265137,2,2.4800000190734863
KS,149,510,340-3500,no,no,0,217.6999969482422,91,37.0099983215332,273.5,74,23.25,226.89999389648438,99,10.210000038146973,9.600000381469727,3,2.5899999141693115
MO,120,415,334-8967,no,yes,24,212.6999969482422,73,36.15999984741211,257.5,103,21.889999389648438,227.8000030517578,119,10.25,9.699999809265137,13,2.619999885559082
WY,104,408,366-3917,no,no,0,183.60000610351562,133,31.209999084472656,120.69999694824219,98,10.260000228881836,215.10000610351562,112,9.680000305175781,12.699999809265137,2,3.430000066757202
NV,160,415,333-3531,no,no,0,176.1999969482422,90,29.950000762939453,196,115,16.65999984741211,263.8999938964844,95,11.880000114440918,9.199999809265137,4,2.4800000190734863
WI,129,415,333-8954,no,yes,37,205,94,34.849998474121094,165.39999389648438,103,14.0600004196167,185,81,8.319999694824219,11.699999809265137,8,3.1600000858306885
AL,93,408,374-9203,no,no,0,267.8999938964844,114,45.540000915527344,223,74,18.959999084472656,262.70001220703125,90,11.819999694824219,11.300000190734863,3,3.049999952316284
HI,169,415,334-3289,no,no,0,179.1999969482422,111,30.459999084472656,175.1999969482422,130,14.890000343322754,228.60000610351562,92,10.289999961853027,9.899999618530273,6,2.6700000762939453
MO,58,415,353-7822,no,no,0,149.39999389648438,145,25.399999618530273,196.5,105,16.700000762939453,209.5,108,9.430000305175781,14.899999618530273,3,4.019999980926514
CA,75,510,350-1422,no,yes,38,163.60000610351562,132,27.809999465942383,146.6999969482422,113,12.470000267028809,345.79998779296875,115,15.5600004196167,13.100000381469727,3,3.5399999618530273
MO,45,408,385-8406,no,no,0,207.60000610351562,71,35.290000915527344,152.6999969482422,94,12.979999542236328,217.8000030517578,125,9.800000190734863,12.399999618530273,13,3.3499999046325684
CT,155,510,380-7277,no,no,0,165.39999389648438,108,28.1200008392334,183.6999969482422,103,15.609999656677246,80.19999694824219,108,3.609999895095825,8.899999618530273,4,2.4000000953674316
MD,52,415,352-1798,no,no,0,209.8000030517578,114,35.66999816894531,171.3000030517578,82,14.5600004196167,154.60000610351562,119,6.960000038146973,9.899999618530273,9,2.6700000762939453
NV,86,510,353-7730,no,no,0,141.3000030517578,72,24.020000457763672,154.3000030517578,95,13.119999885559082,210.60000610351562,91,9.479999542236328,8.199999809265137,5,2.2100000381469727
MD,42,408,337-7163,no,no,0,196.5,89,33.40999984741211,241.3000030517578,123,20.510000228881836,143.1999969482422,105,6.440000057220459,4,7,1.0800000429153442
NE,127,510,348-5567,yes,no,0,180.89999389648438,114,30.75,209.5,118,17.809999465942383,249.89999389648438,105,11.25,7.400000095367432,4,2
OH,123,408,420-9575,no,no,0,105,150,17.850000381469727,251.60000610351562,90,21.389999389648438,258,93,11.609999656677246,14.899999618530273,5,4.019999980926514
OK,149,510,359-9972,no,yes,43,206.6999969482422,79,35.13999938964844,174.60000610351562,122,14.84000015258789,241.5,80,10.869999885559082,10.899999618530273,3,2.940000057220459
MA,160,408,387-3332,no,no,0,166.8000030517578,109,28.360000610351562,236,117,20.059999465942383,307.6000061035156,77,13.84000015258789,9.300000190734863,1,2.509999990463257
WA,103,415,354-6960,no,no,0,204.89999389648438,107,34.83000183105469,135.1999969482422,102,11.489999771118164,208.1999969482422,106,9.369999885559082,10.399999618530273,3,2.809999942779541
HI,132,415,405-3335,no,yes,15,154.60000610351562,128,26.280000686645508,245.60000610351562,106,20.8799991607666,148.60000610351562,90,6.690000057220459,9.100000381469727,4,2.4600000381469727
